Код,Наименование,Сумма купона,Сделок шт.,Объем в валюте,Валюта номинала,Непогашенный долг,Валюта расчетов,Цена % средневзвешенная,Мин,Макс,Цена посл %,Дох посл сделки,Дата оферты,Доходность к оферте,Доходность посл. Купона,Дата погашения,Дата расчета дох,Дата пут-опциона,Цена закрытия,НКД,Дата колл опциона,Доходность колл опциона,Дюрация к дате колл опциона,Дата посл сделки,Дюрация дней,Эффективная доходность,Дюрация средневзвешенная,Z spread,G spread,Маркер КБД
RU000A10AHA3 ,ИКС5Фин3P7 ,"18,78",947,15808493,RUB,1000,SUR,"100,22","99,95","100,47","100,37","17,21",25.09.25,"13,3252",- ,04.12.34,25.09.25,25.09.25,"100,34","7,51",- ,- ,- ,04.09.25,19,16.4442,19,-301,-302,04.09.25 18:49
RU000A10B0E4 ,Сбер SbD5R ,- ,402,15745085,RUB,1000,SUR,"56,34","56,13","56,6","56,39","17,12",,- ,- ,12.03.30,,- ,"56,4",- ,- ,- ,- ,04.09.25,1649,17.153,1649,,356,04.09.25 18:49
RU000A107EL8 ,НЛМКЗО26-Д ,"23,5",15,15625068,USD,1000,SUR,"99,7597","99,25","100,0634","100,0634","4,62",,- ,- ,30.05.26,,- ,"99,8124","992,0148",- ,- ,- ,04.09.25,262,30.04.07,262,-937,-938,04.09.25 18:49
RU000A10CCN3 ,О'КЕЙ Б1Р8 ,"13,89",93,15621088,RUB,1000,SUR,"100,12","100,05","100,49","100,11","18,17",09.02.27,"18,0034",- ,28.07.28,09.02.27,09.02.27,"100,34","10,19",- ,- ,- ,04.09.25,462,17.9942,462,446,445,04.09.25 18:49
RU000A10B0A2 ,Магнит5P03 ,- ,226,15600751,RUB,1000,SUR,"101,09","100,97","101,96","101,2","20,31",,- ,- ,27.08.26,,- ,"101,04","1,64",- ,- ,- ,04.09.25,356,-1.1055,356,,-1494,04.09.25 18:49
RU000A10BGU1 ,ПКБ 1Р-07 ,"20,14",123,15558443,RUB,1000,SUR,"109,05","108,67","109,24","108,99","21,52",,- ,- ,09.04.28,,- ,"108,92","8,05",- ,- ,- ,04.09.25,659,21.4854,659,803,808,04.09.25 18:49
RU000A103SC6 ,ВТБСУБ1-12 ,"1234109,59",2,15165000,RUB,10000000,SUR,"75,83","75,8","75,85","75,8","21,47",,- ,- ,,,- ,"75,83","1064589,04",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
RU000A1062M5 ,SELGOLD001 ,"127,46",337,14986249,RUB,8801,SUR,"91,85","90,47",93,93,"8,99",,- ,- ,31.03.28,,- ,"92,62","82,22",- ,- ,- ,04.09.25,867,01.09.97,867,-442,-440,04.09.25 18:49
RU000A106UW3 ,iКарРус1P3 ,"11,26",1292,14929603,RUB,1000,SUR,"91,13","90,71","91,65","91,14","20,96",,- ,- ,18.08.27,,- ,"91,01","2,63",- ,- ,- ,04.09.25,621,20.9677,621,749,751,04.09.25 18:49
SU29021RMFS1 ,ОФЗ 29021 ,- ,280,14759651,RUB,1000,SUR,"97,488","97,26","97,7","97,26",- ,,- ,- ,27.11.30,,- ,"97,491","0,49",- ,- ,- ,04.09.25,1234,21.4905,1235,800,808,04.09.25 18:49
RU000A101FG8 ,Ростел2P2R ,"33,16",26,14494752,RUB,1000,SUR,"90,35","90,26","90,35","90,35","14,84",,- ,- ,10.02.27,,- ,"90,35","4,01",- ,- ,- ,04.09.25,504,14.8415,504,133,133,04.09.25 18:49
RU000A10C5Z7 ,МОНОП 1P06 ,"20,34",1317,14321327,RUB,1000,SUR,"91,75","86,01","94,85","94,68","32,5",,- ,- ,14.07.27,,- ,"94,2","8,14",- ,- ,- ,04.09.25,540,35.3205,537,1899,1901,04.09.25 18:49
RU000A106A86 ,iКарРус1P2 ,"31,66",825,14272251,RUB,1000,SUR,"94,57",94,"95,39","94,97","22,11",,- ,- ,22.05.26,,- ,"95,02","4,52",- ,- ,- ,04.09.25,250,22.8565,250,805,804,04.09.25 18:49
RU000A10BS68 ,УралСт1Р04 ,"1,05",207,14139908,USD,100,SUR,"103,1819","102,92","103,5","103,31","11,68",,- ,- ,28.11.27,,- ,"103,4633","70,3385",- ,- ,- ,04.09.25,708,01.11.59,708,-179,-176,04.09.25 18:49
RU000A10AS28 ,БинФарм1P4 ,"20,96",625,14091782,RUB,1000,SUR,"107,74","107,49","108,51",108,"17,28",05.08.26,"16,8859",- ,22.01.28,05.08.26,05.08.26,"107,89",- ,- ,- ,- ,04.09.25,302,17.226,302,305,302,04.09.25 18:49
RU000A109TW9 ,НорНик Б10 ,- ,88,14031669,RUB,1000,SUR,"99,8","99,49","100,16","99,5","21,13",04.10.28,"0,163",- ,26.09.29,04.10.28,04.10.28,"99,5","8,9",- ,- ,- ,04.09.25,1125,0.065,1125,,-1332,04.09.25 18:49
RU000A1086N2 ,CTRLлиз1Р2 ,"14,32",1002,13964748,RUB,"954,4",SUR,"78,01","77,8","78,47","78,46","39,55",,- ,- ,29.03.29,,- ,"78,01","8,59",- ,- ,- ,04.09.25,546,40.0832,545,2598,2607,04.09.25 18:49
RU000A102FT9 ,Систем1P17 ,"114,68",133,13892896,RUB,1000,SUR,"102,63","102,45",103,"102,83","19,45",04.06.26,"19,1835",- ,25.11.30,04.06.26,04.06.26,"102,81","59,23",- ,- ,- ,04.09.25,253,19.5002,253,516,513,04.09.25 18:49
RU000A109908 ,МВ ФИН 1Р5 ,- ,555,13805139,RUB,1000,SUR,"93,14","92,18","93,95","93,94","34,33",,- ,- ,06.08.26,,- ,"93,8","14,63",- ,- ,- ,04.09.25,335,31.07.48,335,,-674,04.09.25 18:49
RU000A10BJX9 ,БалтЛизП16 ,"18,29",422,13782500,RUB,1000,SUR,"107,52","107,12","107,75","107,19","18,72",,- ,- ,14.05.28,15.05.28,- ,"107,52","4,27",- ,- ,- ,04.09.25,521,18.4696,521,517,523,04.09.25 18:49
RU000A10AHU1 ,ОилРес1P1 ,"27,12",685,13719057,RUB,1000,SUR,"111,66","111,07","111,9","111,8","32,15",,- ,- ,02.12.29,,- ,"111,54","9,04",- ,- ,- ,04.09.25,881,32.2148,881,1859,1870,04.09.25 18:49
RU000A105RZ4 ,ГазКЗ-27Е ,15,43,13552259,EUR,1000,SUR,"93,3666","93,1211","93,9555","93,8968","6,01",,- ,- ,17.02.27,,- ,"93,8966","770,9969",- ,- ,- ,04.09.25,524,01.06.09,524,-749,-749,04.09.25 18:49
RU000A10BFP3 ,МВ ФИН 1Р6 ,"21,37",710,13435113,RUB,1000,SUR,"107,74","106,7","109,83",109,"21,22",,- ,- ,11.04.27,,- ,"107,62","11,4",- ,- ,- ,04.09.25,482,22.2829,482,769,770,04.09.25 18:49
RU000A109874 ,СамолетP15 ,"16,03",729,13377403,RUB,1000,SUR,"100,56","100,12","101,2","100,47","20,68",07.08.26,"20,4898",- ,30.07.27,07.08.26,07.08.26,"100,34","13,89",- ,- ,- ,04.09.25,305,20.363,305,667,663,04.09.25 18:49
RU000A104XR2 ,Автодор3Р2 ,"53,1",455,13317396,RUB,1000,SUR,"92,88","92,11","94,38","93,6","15,33",,- ,- ,01.07.27,,- ,"93,7","9,63",- ,- ,- ,04.09.25,613,15.8575,612,186,188,04.09.25 18:49
RU000A108GN7 ,Систем1P30 ,- ,389,13297680,RUB,1000,SUR,"93,91","93,7",94,"93,84","25,21",,- ,- ,17.08.28,,- ,"93,99","7,75",- ,- ,- ,04.09.25,1077,01.02.78,1077,,-1125,04.09.25 18:49
RU000A109551 ,БалтЛизП12 ,"16,68",579,13293258,RUB,1000,SUR,"96,31","96,08","96,4","96,38","25,61",,- ,- ,25.08.27,,- ,"96,28",- ,- ,- ,- ,04.09.25,719,01.01.45,719,,-1153,04.09.25 18:49
RU000A10A8E8 ,РФ ЗО 30 Д ,- ,63,13261922,USD,"0,05",SUR,"105,0151","104,9994","105,2497",105,"5,19",,- ,- ,31.03.30,,- ,"105,2491","0,1297",- ,- ,- ,04.09.25,554,46.2757,554,3241,3281,04.09.25 18:49
RU000A1066A1 ,УралСт1Р02 ,"26,43",480,13147556,RUB,1000,SUR,"94,62","94,52","95,13","94,74","21,1",,- ,- ,24.04.26,,- ,"94,55","11,91",- ,- ,- ,04.09.25,223,21.3521,223,692,690,04.09.25 18:49
RU000A10BZT3 ,БинФарм1P6 ,"16,03",131,13104331,RUB,1000,SUR,"103,6","103,5","103,8","103,7","17,74",13.01.27,"17,1773",- ,22.06.28,13.01.27,13.01.27,"103,59","14,96",- ,- ,- ,04.09.25,433,17.2712,433,361,359,04.09.25 18:49
RU000A10ABC2 ,Новосиб 26 ,"18,49",237,12924703,RUB,1000,SUR,"105,72","105,28","105,99","105,94","18,59",,- ,- ,28.11.27,,- ,"105,98","15,41",- ,- ,- ,04.09.25,398,18.818,398,494,496,04.09.25 18:49
RU000A101QL5 ,ГТЛК 1P-17 ,"18,55",208,12728034,RUB,1000,SUR,"92,72","91,86","92,92","92,88","19,39",28.05.26,"19,295",- ,14.05.35,28.05.26,28.05.26,"92,84","2,04",- ,- ,- ,04.09.25,259,19.5838,259,528,527,04.09.25 18:49
RU000A10CM14 ,Росинтер01 ,"63,58",331,12692941,RUB,1000,SUR,"102,27","101,6","103,15","102,4","26,65",,- ,- ,25.08.28,,- ,"102,4","4,19",- ,- ,- ,04.09.25,792,26.7268,792,1314,1322,04.09.25 18:49
RU000A109TG2 ,iКарРус1P4 ,- ,676,12683433,RUB,1000,SUR,"95,15","94,88","95,78","95,14","29,55",,- ,- ,08.10.26,,- ,"95,08","12,08",- ,- ,- ,04.09.25,398,01.04.46,398,,-895,04.09.25 18:49
RU000A10C2E9 ,Аэрфью2Р05 ,"49,24",260,12677398,RUB,1000,SUR,"102,89","102,65","103,79","103,36","18,76",,- ,- ,12.07.27,,- ,"103,37","28,14",- ,- ,- ,04.09.25,568,19.0977,567,527,529,04.09.25 18:49
RU000A109KT4 ,ТФинанс1P1 ,- ,278,12646259,RUB,1000,SUR,"100,74","100,6","100,9","100,65","21,98",,- ,- ,10.09.26,,- ,"100,75","10,8",- ,- ,- ,04.09.25,370,-0.7246,370,,-1433,04.09.25 18:49
RU000A10C634 ,ВИС Ф БП09 ,"13,97",653,12627008,RUB,1000,SUR,"102,75","102,38","103,54","103,52","16,6",,- ,- ,08.07.28,,- ,"103,39","5,59",- ,- ,- ,04.09.25,828,16.9845,828,311,316,04.09.25 18:49
RU000A105A87 ,СКФ ЗО2028 ,"19,25",19,12552148,USD,1000,SUR,"94,6674","94,3115","94,9","94,3837","6,28",,- ,- ,26.04.28,,- ,"94,8999","1106,8201",- ,- ,- ,04.09.25,911,01.06.62,911,-718,-717,04.09.25 18:49
RU000A10CCJ1 ,СлавЭКО1Р4 ,"1,1",220,12307891,USD,100,SUR,"100,022","99,7664","100,3294","100,329","13,6",,- ,- ,01.09.28,,- ,"100,15","66,296",- ,- ,- ,04.09.25,903,13.7375,903,11,15,04.09.25 18:49
RU000A107S10 ,РСХБ2Р3 ,"16,8",337,12231938,RUB,1000,SUR,"100,12","99,73","100,19","100,18","21,49",,- ,- ,29.01.27,,- ,"100,18","8,13",- ,- ,- ,04.09.25,446,21.5511,446,793,792,04.09.25 18:49
RU000A0ZYU05 ,РЖД 1Р-05R ,"36,4",51,12185482,RUB,1000,SUR,"96,76","96,11","96,8","96,79","15,63",13.02.26,"15,477",- ,01.02.33,13.02.26,13.02.26,"96,78","4,6",- ,- ,- ,04.09.25,160,15.5579,160,87,87,04.09.25 18:49
RU000A108P61 ,РСетиМР1P6 ,"15,74",92,12175002,RUB,1000,SUR,"99,6","99,5","100,1","99,93","20,98",,- ,- ,30.05.27,,- ,"99,85","14,17",- ,- ,- ,04.09.25,534,21.2522,534,748,749,04.09.25 18:49
RU000A10CH11 ,ПолиплП2Б9 ,"0,92",280,12142671,USD,100,SUR,"101,6858","101,3015","101,7435","101,7435","10,89",,- ,- ,07.02.28,,- ,"101,7332","34,765",- ,- ,- ,04.09.25,776,01.10.46,776,-258,-255,04.09.25 18:49
RU000A109SP5 ,ЭталонФин2 ,"17,26",472,11980822,RUB,1000,SUR,"93,88","93,65","94,18","93,86","27,85",,- ,- ,30.09.27,,- ,"93,98","13,81",- ,- ,- ,04.09.25,755,01.03.16,755,,-1027,04.09.25 18:49
RU000A10CC24 ,РусГид2Р07 ,"11,38",144,11919895,RUB,1000,SUR,"100,4","100,04","101,48","100,49","14,53",,- ,- ,26.07.28,,- ,"100,5","9,11",- ,- ,- ,04.09.25,867,14.5687,867,104,108,04.09.25 18:49
RU000A10A8H1 ,РусГид2Р04 ,"18,9",118,11914971,RUB,1000,SUR,107,"106,73","107,06",107,"14,73",,- ,- ,28.06.26,,- ,107,"1,89",- ,- ,- ,04.09.25,273,14.7311,273,79,76,04.09.25 18:49
RU000A10AS02 ,ТГК-14 1Р5 ,"20,34",476,11865414,RUB,1000,SUR,"116,44","115,06","117,48","116,85","19,57",,- ,- ,09.01.29,,- ,"116,54","4,75",- ,- ,- ,04.09.25,870,19.7494,869,605,613,04.09.25 18:49
SU26236RMFS8 ,ОФЗ 26236 ,"28,42",1010,11858823,RUB,1000,SUR,"84,009","83,773","84,63","83,974","13,33",,- ,- ,17.05.28,,- ,"83,794","16,55",- ,- ,- ,04.09.25,903,13.3093,903,-14,-12,04.09.25 18:49
RU000A108Y11 ,ДФФ ЗО28 ,"26,75",48,11782240,USD,1000,SUR,"79,2021","78,6336","79,4501","79,45","16,5",,- ,- ,08.02.28,,- ,"79,4498","312,0764",- ,- ,- ,04.09.25,832,16.655,832,304,306,04.09.25 18:49
RU000A10AS85 ,Сбер SbD4R ,- ,399,11771777,RUB,1000,SUR,"56,71","56,5","56,83","56,79","17,14",,- ,- ,11.02.30,,- ,"56,81",- ,- ,- ,- ,04.09.25,1620,17.1991,1620,,359,04.09.25 18:49
RU000A1008Y3 ,ПочтаРБ1P7 ,"114,68",27,11711680,RUB,1000,SUR,"103,84","103,7",104,104,"15,98",03.04.26,"15,6435",- ,27.03.29,03.04.26,03.04.26,"103,96","98,3",- ,- ,- ,04.09.25,191,15.9541,191,134,125,04.09.25 18:49
RU000A10CM89 ,КИФА БО-01 ,"1,19",270,11620515,CNY,100,SUR,"101,6642","101,05","101,9797","101,9772","14,17",,- ,- ,23.08.27,,- ,"101,9772","0,9038",- ,- ,- ,04.09.25,628,14.3779,628,70,72,04.09.25 18:49
RU000A10ASW4 ,КАМАЗ БП14 ,- ,353,11577790,RUB,1000,SUR,"102,42","102,22","102,9","102,48","21,18",,- ,- ,25.01.27,,- ,"102,51","1,17",- ,- ,- ,04.09.25,507,-1.701,507,,-1525,04.09.25 18:49
RU000A106K43 ,РЖД 1Р-26R ,"16,42",489,11546918,RUB,1000,SUR,"100,15","99,93","100,37","100,16","21,05",,- ,- ,19.07.28,,- ,"100,06","2,65",- ,- ,- ,04.09.25,810,21.0555,810,755,761,04.09.25 18:49
RU000A10B784 ,РУСАЛ 1Р12 ,"8,96",51,11486527,CNY,1000,SUR,"103,216","102,77","103,3004",103,"5,44",,- ,- ,23.03.26,,- ,"103,04","33,7813",- ,- ,- ,04.09.25,193,30.04.39,193,-892,-894,04.09.25 18:49
RU000A10CL07 ,Магнит4P09 ,"10,93",53,11479726,RUB,1000,SUR,"99,6","99,18","99,74","99,6","14,4",,- ,- ,17.08.27,,- ,"99,6","2,92",- ,- ,- ,04.09.25,627,14.4049,627,93,96,04.09.25 18:49
RU000A1068R1 ,РСХБ2Р2 ,"16,48",461,11464738,RUB,1000,SUR,"100,36","100,24","100,61","100,51","20,25",,- ,- ,08.05.26,,- ,"100,27","1,06",- ,- ,- ,04.09.25,231,20.537,231,613,609,04.09.25 18:49
RU000A108777 ,БалтЛизП10 ,- ,353,11429475,RUB,1000,SUR,"96,39","96,27","96,44","96,39","26,51",,- ,- ,08.04.27,,- ,"96,39","10,57",- ,- ,- ,04.09.25,580,01.02.69,580,,-1111,04.09.25 18:49
RU000A10CM71 ,Айдеко 01 ,"67,32",510,11228696,RUB,1000,SUR,"100,34","100,18","100,47","100,41","29,54",,- ,- ,29.08.28,,- ,"100,41","1,48",- ,- ,- ,04.09.25,601,29.5913,601,1601,1608,04.09.25 18:49
RU000A105Q63 ,УралСт1Р01 ,"53,85",88,11130394,RUB,1000,SUR,"97,38","97,23","97,4","97,4","19,45",,- ,"19,4453",25.12.25,,- ,"97,38","20,71",- ,- ,- ,04.09.25,111,20.8744,110,574,574,04.09.25 18:49
BYM000001925 ,РесБел 335 ,"32,15",22,11114082,USD,1000,SUR,"95,4635","94,5125",96,96,"7,41",,- ,- ,24.02.31,,- ,"95,9995","155,4025",- ,- ,- ,04.09.25,1707,01.07.37,1706,-618,-616,04.09.25 18:49
RU000A1032P1 ,ВТБРКС01 ,"2,38",337,11016513,RUB,"362,02",SUR,"94,94","94,66","95,3","94,81","18,97",,- ,- ,01.12.30,,- ,"94,79","0,24",- ,- ,- ,04.09.25,204,18.6787,205,487,466,04.09.25 18:49
RU000A109K40 ,ФосАгро П2 ,- ,279,10993605,RUB,1000,SUR,"100,16","100,1","100,35","100,29","20,48",,- ,- ,08.09.26,,- ,"100,12","10,99",- ,- ,- ,04.09.25,368,-0.1584,368,,-1398,04.09.25 18:49
RU000A1061K1 ,ЕвроТранс3 ,"11,18",653,10957746,RUB,1000,SUR,"92,66","92,3",93,"92,95","22,63",,- ,- ,14.03.27,,- ,"92,8","5,22",- ,- ,- ,04.09.25,384,22.9914,384,897,897,04.09.25 18:49
RU000A108P79 ,ПолюсЗО28Д ,"16,25",45,10937544,USD,1000,SUR,"92,6602","92,5839","93,0552","92,64","5,87",,- ,- ,14.10.28,,- ,"92,6353","1021,9288",- ,- ,- ,04.09.25,1072,01.05.62,1072,-761,-760,04.09.25 18:49
RU000A100PB0 ,ЖКХРСЯ БО1 ,"57,34",421,10866212,RUB,1000,SUR,100,"99,96","100,33",100,25,,- ,- ,28.07.26,,- ,100,"23,32",- ,- ,- ,04.09.25,297,25.0028,297,1115,1112,04.09.25 18:49
RU000A10BB75 ,ЕвроТранс7 ,"20,14",428,10826532,RUB,1000,SUR,"110,44","109,69","111,92","110,49","18,21",,- ,- ,31.03.27,,- ,"110,53","18,12",- ,- ,- ,04.09.25,477,18.2465,477,467,467,04.09.25 18:49
RU000A10BWL7 ,МОНОП 1P05 ,"20,96",1315,10661182,RUB,1000,SUR,"92,24",87,"94,91","94,87","34,93",,- ,- ,22.12.26,,- ,"94,06","4,19",- ,- ,- ,04.09.25,403,38.3959,402,2132,2130,04.09.25 18:49
RU000A10C741 ,Кокс01Р4 ,"17,26",691,10555222,RUB,1000,SUR,"100,02","99,9","100,09","100,03","23,12",25.01.27,"22,897",- ,13.07.28,25.01.27,25.01.27,"100,08","4,03",- ,- ,- ,04.09.25,442,22.9071,442,933,932,04.09.25 18:49
RU000A1089J4 ,iСелкт1Р4R ,"12,33",708,10369085,RUB,1000,SUR,"99,45","99,3","99,63","99,49","17,16",,- ,- ,02.04.26,,- ,"99,48",- ,- ,- ,- ,04.09.25,201,17.2435,201,285,283,04.09.25 18:49
SU29023RMFS7 ,ОФЗ 29023 ,- ,360,10290208,RUB,1000,SUR,"96,549","96,403","96,75","96,415",- ,,- ,- ,23.08.34,,- ,"96,577","0,49",- ,- ,- ,04.09.25,1593,21.5487,1594,797,804,04.09.25 18:49
RU000A106ZL5 ,РЖД 1Р-28R ,"16,86",484,10224094,RUB,1000,SUR,"100,16","100,05","100,24","100,16","21,7",,- ,- ,20.09.30,,- ,"100,16","9,79",- ,- ,- ,04.09.25,1165,21.6957,1165,813,821,04.09.25 18:49
RU000A104Z48 ,sВЭБ2P-33 ,"50,86",155,10193885,RUB,1000,SUR,"93,04","92,91","93,35","93,34","14,91",,- ,- ,15.07.27,,- ,"93,25","13,69",- ,- ,- ,04.09.25,624,15.1227,624,144,146,04.09.25 18:49
RU000A10ATW2 ,БалтЛизП15 ,"19,48",354,10131957,RUB,1000,SUR,"109,77","109,45","109,9","109,7","17,88",,- ,- ,13.02.28,14.02.28,- ,"109,87","5,19",- ,- ,- ,04.09.25,484,17.8277,484,431,436,04.09.25 18:49
RU000A10BQR6 ,СБСекьюр2А ,"15,81",155,10084936,RUB,"916,78",SUR,"103,13","103,01","104,43","103,03","17,07",,- ,- ,26.05.34,,- ,"103,58","4,59",- ,- ,- ,04.09.25,250,16.9084,250,316,300,04.09.25 18:49
RU000A10A3Z4 ,ГТЛК 2P-04 ,"20,55",331,10034185,RUB,1000,SUR,"117,8","117,31","117,86","117,77","16,49",10.11.27,"16,3532",- ,25.10.29,10.11.27,10.11.27,"117,78","12,33",- ,- ,- ,04.09.25,630,16.3362,630,286,290,04.09.25 18:49
RU000A109L49 ,АЛРОСА1Р1 ,- ,231,10012648,RUB,1000,SUR,"99,8","99,7","99,95","99,85","21,06",,- ,- ,02.09.28,,- ,"99,87","8,42",- ,- ,- ,04.09.25,1093,0.0669,1093,,-1343,04.09.25 18:49
RU000A108RQ7 ,SELGOLD003 ,"127,46",157,9947102,RUB,8801,SUR,"91,35","88,11","93,2","93,17","7,84",,- ,- ,14.09.29,,- ,"92,27","100,79",- ,- ,- ,04.09.25,1301,01.08.11,1299,-564,-562,04.09.25 18:49
RU000A10A182 ,СберИОС660 ,"0,01",2,9935200,RUB,1000,SUR,"112,9","112,9","112,9","112,9",- ,,- ,- ,11.12.29,,- ,"112,9",- ,- ,- ,- ,04.09.25,1557,-2.7913,1557,-1633,-1633,04.09.25 18:49
RU000A102QP4 ,РЖД 1Р-21R ,"34,16",127,9794026,RUB,1000,SUR,"87,85","87,75","88,48","88,42","15,03",,- ,- ,11.06.27,,- ,"88,35","15,58",- ,- ,- ,04.09.25,605,15.4723,605,156,158,04.09.25 18:49
RU000A109HX2 ,iВУШ 1P3 ,"16,85",202,9700085,RUB,1000,SUR,"93,82","93,6","94,84","93,97","27,29",,- ,- ,28.08.27,,- ,"93,66","15,16",- ,- ,- ,04.09.25,722,01.03.33,722,,-1019,04.09.25 18:49
RU000A10B461 ,NSKATD-03 ,"21,37",622,9678793,RUB,1000,SUR,106,"105,7","106,5","106,48","25,07",,- ,- ,04.03.28,,- ,"106,11","12,82",- ,- ,- ,04.09.25,679,25.3718,678,1157,1163,04.09.25 18:49
RU000A10C758 ,РКС2Р6 ,"20,55",680,9605383,RUB,1000,SUR,"99,89","99,71",100,"99,9","28,14",,- ,- ,13.07.28,,- ,"99,9","4,79",- ,- ,- ,04.09.25,750,28.1464,750,1463,1470,04.09.25 18:49
RU000A100N12 ,Систем1P11 ,"54,35",66,9571314,RUB,1000,SUR,"90,21","90,05","90,4","90,21","17,94",22.07.27,"17,8887",- ,16.07.29,22.07.27,22.07.27,"90,39","13,44",- ,- ,- ,04.09.25,626,17.8887,626,442,444,04.09.25 18:49
RU000A10B024 ,Систем2P01 ,"20,38",485,9542852,RUB,1000,SUR,"104,59","104,28","104,88","104,84","16,72",14.04.26,"16,3743",- ,24.03.28,14.04.26,14.04.26,"104,36","19,07",- ,- ,- ,04.09.25,204,16.8623,204,212,207,04.09.25 18:49
RU000A106HB4 ,iВУШ 1P2 ,"29,42",589,9425363,RUB,1000,SUR,"93,27","92,84","93,53","93,28","22,58",,- ,- ,02.07.26,,- ,"93,4","20,37",- ,- ,- ,04.09.25,283,22.5998,283,868,865,04.09.25 18:49
RU000A10B4J5 ,ПолиплП2Б3 ,"1,13",293,9297259,USD,100,SUR,"105,1148","104,4307","105,4984","105,1964","10,5",,- ,- ,11.03.27,,- ,"105,3142","51,7432",- ,- ,- ,04.09.25,499,01.10.57,499,-301,-301,04.09.25 18:49
RU000A104W33 ,ПочтаР2P03 ,"50,61",63,9253458,RUB,1000,SUR,"88,69","88,31","88,97","88,83","15,78",16.06.28,"15,754",- ,08.06.32,16.06.28,16.06.28,"88,5","21,97",- ,- ,- ,04.09.25,881,15.8278,881,227,231,04.09.25 18:49
RU000A10BWC6 ,iПозитивР3 ,"14,79",287,9248427,RUB,1000,SUR,"106,91","106,06","107,3","106,91","15,82",,- ,- ,12.04.28,,- ,"106,86","4,44",- ,- ,- ,04.09.25,769,15.8243,769,234,239,04.09.25 18:49
RU000A10BBE6 ,Новотр 1Р6 ,"15,41",74,9219730,RUB,1000,SUR,"109,54","109,2","109,7","109,33","15,59",,- ,- ,22.09.28,,- ,"109,33","13,36",- ,- ,- ,04.09.25,785,15.4859,786,210,215,04.09.25 18:49
RU000A108PZ2 ,Газпн3P12R ,"19,32",41,9175543,CNY,1000,SUR,"103,8539","103,3236","104,3","103,7864","4,75",,- ,- ,14.12.26,,- ,"103,8989","191,9547",- ,- ,- ,04.09.25,440,01.04.64,440,-881,-882,04.09.25 18:49
RU000A108PR9 ,НЛМКЗО26-Е ,"14,5",7,9118911,EUR,1000,SUR,"96,7484","96,4884",97,97,"5,65",,- ,- ,02.06.26,,- ,97,"351,567",- ,- ,- ,04.09.25,270,01.06.66,269,-829,-829,04.09.25 18:49
RU000A101CQ4 ,СУЭК-Ф1P5R ,"124,66",309,9085123,RUB,1000,SUR,"101,19","101,03","101,34","101,32","22,15",26.01.26,"21,2054",- ,16.01.30,26.01.26,26.01.26,"101,32","29,45",- ,- ,- ,04.09.25,142,21.5933,142,645,645,04.09.25 18:49
RU000A10A141 ,ЕвроТранс5 ,"20,55",398,8926240,RUB,1000,SUR,"122,31","121,77","123,5","122,34","18,82",,- ,- ,16.10.29,,- ,"122,89","18,49",- ,- ,- ,04.09.25,993,18.8311,993,528,536,04.09.25 18:49
RU000A109JZ3 ,РУСАЛ 1Р10 ,- ,72,8908820,RUB,1000,SUR,"99,99","99,9","100,16","99,9","22,33",,- ,- ,06.03.27,,- ,"99,99","12,21",- ,- ,- ,04.09.25,547,0.0067,547,,-1341,04.09.25 18:49
RU000A108LU2 ,ИКС5Фин3P5 ,"50,88",205,8904396,RUB,1000,SUR,"100,05","99,9",103,"100,44","21,68",09.06.27,"-0,2491",- ,26.05.34,09.06.27,09.06.27,"99,97","50,36",- ,- ,- ,04.09.25,642,-0.0284,642,,-1370,04.09.25 18:49
RU000A108KU4 ,А101 1P01 ,"13,97",85,8517644,RUB,1000,SUR,"102,52","101,94","104,29","104,29","15,09",,- ,- ,16.05.27,,- ,"103,8","5,12",- ,- ,- ,04.09.25,540,16.4175,539,159,160,04.09.25 18:49
RU000A105V90 ,ЕАБР3P-006 ,"51,61",27,8510184,RUB,1000,SUR,"97,72","97,14","97,74","97,39","16,6",,- ,"16,6031",13.02.26,,- ,"97,72","5,67",- ,- ,- ,04.09.25,161,16.4871,161,277,277,04.09.25 18:49
RU000A100GW5 ,АЛЬФА-БС01 ,"373972,6",1,8500000,RUB,10000000,SUR,85,85,85,85,"16,59",,- ,- ,,,- ,85,"316438,36",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
RU000A109E71 ,ТрансКо2P1 ,- ,300,8437260,RUB,1000,SUR,"99,66","99,55","99,8","99,7","21,89",,- ,- ,20.08.27,,- ,"99,69","2,71",- ,- ,- ,04.09.25,714,0.1744,714,,-1328,04.09.25 18:49
RU000A106938 ,НОВАТЭК1Р1 ,"22,69",549,8428129,RUB,1000,SUR,"95,99","95,82","96,25",96,"16,1",,- ,- ,19.05.26,,- ,96,"3,99",- ,- ,- ,04.09.25,249,16.1194,249,204,203,04.09.25 18:49
RU000A109NC4 ,РКСЭталон4 ,"10,64",342,8301625,RUB,"601,95",SUR,"104,86","104,47","105,14","104,91","16,14",,- ,- ,01.12.32,,- ,"104,76","1,06",- ,- ,- ,04.09.25,278,16.2114,278,231,219,04.09.25 18:49
